company_financing_stage,company_industry,company_name,company_people,job_edu_require,job_exp_require,job_id,job_name,job_salary,job_tag,job_welfare,record_date
未融资,数据服务,诺悦智能,50-150人,大专,1-3年,6875312,大数据开发工程师,8k-12k,数据分析,五险一金 奖金 餐补 通讯补助等,2020-04-23
未融资,数据服务,诺悦智能,50-150人,本科,1-3年,6647090,大数据开发工程师,12k-24k,数据分析,五险一金 奖金 餐补 通讯补助等,2020-04-23
上市公司,其他,新希望六和,2000人以上,本科,5-10年,6862955,大数据开发工程师,20k-25k,数据分析,平台大，创新项目，发展空间广，待遇好,2020-04-23
上市公司,文娱丨内容,趣头条,500-2000人,本科,5-10年,6959289,大数据开发工程师,30k-45k,数据分析,上市公司 大牛多 16薪,2020-04-23
天使轮,移动互联网,半云科技,150-500人,本科,1-3年,6978455,大数据开发工程师,6k-12k,数据分析,节日福利、定期体检、六险一金、绩效奖金,2020-04-23
天使轮,移动互联网,半云科技,150-500人,本科,3-5年,7048494,大数据开发工程师,10k-20k,数据分析,五险一金 带薪年假 定期体检 节日福利,2020-04-23
D轮及以上,文娱丨内容,快手,2000人以上,硕士,3-5年,6838823,高级数据分析师,25k-45k,数据分析,岗位发展好，期权,2020-04-23
不需要融资,通讯电子,华为技术有限公司,2000人以上,本科,不限,6852016,大数据开发工程师,23k-46k,数据分析,大数据平台开发，分布式技术架构,2020-04-23
不需要融资,"移动互联网,金融",微聚未来,500-2000人,本科,5-10年,6741505,大数据开发工程师,30k-60k,数据分析,"牛人团队,带薪年假,16薪考核,快速成长",2020-04-23
上市公司,文娱丨内容,新浪网,2000人以上,本科,3-5年,5598058,大数据开发工程师,15k-25k,数据分析,技术氛围浓厚、大平台、六险一金,2020-04-23
不需要融资,"数据服务,移动互联网",华云中盛,500-2000人,大专,3-5年,6933273,大数据开发工程师,10k-20k,数据分析,福利待遇好、团队氛围好、年终奖,2020-04-23
上市公司,移动互联网,Hypers,150-500人,本科,1-3年,6971774,大数据开发工程师,12k-18k,数据分析,"氛围好,环境好，地铁周边，六险一金",2020-04-23
上市公司,文娱丨内容,新浪网,2000人以上,本科,应届毕业生,6495516,数据分析实习生,2k-3k,数据分析,环境好，发展好。,2020-04-23
不需要融资,金融,财通证券,2000人以上,本科,5-10年,6882180,大数据开发工程师,10k-20k,数据分析,试用期全薪，管理规范，专业培训,2020-04-23
不需要融资,移动互联网,闲徕互娱,150-500人,本科,5-10年,6111897,大数据开发工程师,25k-50k,数据分析,"团队和谐,薪资优厚,免费零食,健身房",2020-04-23
B轮,"移动互联网,消费生活",转转,500-2000人,本科,3-5年,6209803,数据分析师,15k-25k,数据分析,六险一金，带薪年假，绩效奖金，福利补贴,2020-04-23
A轮,"数据服务,广告营销",多准大数据,150-500人,本科,不限,6804629,数据分析师,9k-15k,数据分析,六险一金 旅游 带薪年假 培训发展 双休,2020-04-23
A轮,"数据服务,广告营销",多准大数据,150-500人,本科,3-5年,6458363,资深数据分析师,15k-25k,数据分析,六险一金、境内外旅游、带薪年假、培训发展,2020-04-23
D轮及以上,"移动互联网,文娱丨内容",罗辑思维,150-500人,本科,3-5年,5923855,数据分析师,20k-35k,数据分析,六险一金 年度体检 企业医生 弹性工作,2020-04-23
不需要融资,"移动互联网,电商",互盾科技,150-500人,本科,1-3年,6526933,数据分析师,15k-30k,数据分析,五休二中山公园 高薪聘请 毗邻地铁,2020-04-23
未融资,"移动互联网,数据服务",数神科技,150-500人,不限,3-5年,6782767,数据分析师,13k-23k,数据分析,公司快融资,2020-04-23
B轮,"消费生活,电商",悟空租车,150-500人,本科,1-3年,6903004,大数据开发工程师,10k-20k,数据分析,福利待遇好，晋升空间大，合伙人,2020-04-23
未融资,"移动互联网,企业服务",上海有元网络科技有限公司,50-150人,本科,3-5年,6867082,大数据开发工程师,15k-20k,数据分析,双休，五险一金,2020-04-23
不需要融资,"移动互联网,金融",瑞银信,2000人以上,本科,1-3年,6253479,数据分析师,10k-15k,数据分析,五险一金，餐补，交通便利，环境高大上,2020-04-23
A轮,"社交,广告营销",飞书互动,150-500人,本科,5-10年,6909504,大数据开发工程师,20k-35k,数据分析,超长带薪年假 员工体检 健身卡 培训补贴,2020-04-23
上市公司,移动互联网,兑吧,500-2000人,不限,3-5年,7019724,数据分析师,10k-18k,数据分析,晋升空间大，团队氛围好,2020-04-23
B轮,"数据服务,移动互联网",Zenlayer,150-500人,本科,3-5年,6969154,大数据开发工程师,20k-40k,数据分析,发展路径明确；年终奖；其他福利,2020-04-23
未融资,"电商,金融",元保数科,50-150人,本科,1-3年,7001119,数据分析师,10k-15k,数据分析,网易团队、交通补助、午餐补助、发展空间大,2020-04-23
D轮及以上,"数据服务,广告营销",明略科技集团,2000人以上,本科,1-3年,6253377,大数据开发工程师,18k-30k,数据分析,行业TOP;团队氛围，晋升空间；福利待遇,2020-04-23
C轮,汽车丨出行,巴图鲁公司,500-2000人,本科,3-5年,5964819,大数据开发工程师,15k-26k,数据分析,"弹性上班制,技术杠杠,大牛多",2020-04-23
B轮,医疗健康,唯医骨科,150-500人,本科,3-5年,6056970,数据分析师,15k-30k,数据分析,互联网医疗；发展前景好；医疗大数据；,2020-04-23
上市公司,教育,好未来,2000人以上,本科,5-10年,6707538,数据分析专家,25k-40k,数据分析,上市公司，福利好,2020-04-23
上市公司,金融,维信金科,2000人以上,本科,3-5年,5975583,数据分析师,15k-20k,数据分析,能力提升空间大,2020-04-23
未融资,金融,申朴信息,150-500人,本科,3-5年,6978615,大数据开发工程师,14k-18k,数据分析,五险一金 13薪,2020-04-23
上市公司,游戏,君海游戏,500-2000人,本科,1-3年,2908800,大数据开发工程师,10k-20k,数据分析,"双休,优秀平台,包餐,五险一金",2020-04-23
B轮,企业服务,乐言科技,500-2000人,不限,3-5年,5874765,大数据开发工程师,20k-35k,数据分析,业界**团队 早期期权,2020-04-23
不需要融资,"电商,人工智能",微微科技有限公司,150-500人,本科,5-10年,6442489,大数据开发工程师,15k-25k,数据分析,五险一金,2020-04-23
不需要融资,数据服务,睿琪软件,150-500人,本科,5-10年,6267370,数据分析专家,20k-30k,数据分析,五险一金,2020-04-23
不需要融资,数据服务,睿琪软件,150-500人,本科,1-3年,6242470,数据分析师,10k-15k,数据分析,五险一金,2020-04-23
不需要融资,人工智能,恒大智慧科技有限公司,500-2000人,本科,5-10年,5510752,大数据开发工程师,30k-40k,数据分析,世界500强 福利好,2020-04-23
D轮及以上,移动互联网,超级猩猩健身,150-500人,本科,3-5年,5416734,大数据开发工程师,10k-20k,数据分析,"颜值高团队,员工福利,扁平化管理,老板好",2020-04-23
B轮,"数据服务,移动互联网",热云数据,150-500人,本科,3-5年,6846945,大数据开发工程师,15k-30k,数据分析,17薪，午休两小时,2020-04-23
A轮,"企业服务,数据服务",滴普科技,500-2000人,本科,3-5年,6613151,大数据开发工程师,15k-30k,数据分析,五险一金 零食福利 弹性时间 年终奖,2020-04-23
上市公司,"移动互联网,其他",TCL,2000人以上,本科,3-5年,6216651,数据分析师,18k-30k,数据分析,平台大 团队好,2020-04-23
C轮,电商,盈富斯,150-500人,本科,1-3年,7005417,数据分析,6k-8k,数据分析,行业前景好，团队年轻有活力,2020-04-23
上市公司,移动互联网,世纪佳缘,2000人以上,本科,1-3年,7022627,数据分析师,15k-20k,数据分析,"六险一金,成熟团队,上升空间",2020-04-23
未融资,企业服务 招聘,传发金融服务,500-2000人,本科,5-10年,7035538,大数据开发工程师,25k-35k,数据分析,平台好，薪酬福利好，晋升公平,2020-04-23
未融资,数据服务,上海井胜,500-2000人,本科,3-5年,6848009,大数据开发工程师,10k-15k,数据分析,项目稳定,2020-04-23
未融资,数据服务,上海井胜,500-2000人,不限,1-3年,6852632,大数据开发工程师,10k-15k,数据分析,项目稳定,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,1-3年,5119182,数据分析师,15k-30k,数据分析,六险一金，弹性工作，免费三餐，团队氛围好,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,3-5年,5120264,高级数据分析师,20k-40k,数据分析,六险一金，弹性工作，免费三餐，团队氛围好,2020-04-23
D轮及以上,硬件,小米,2000人以上,本科,不限,5563578,大数据开发工程师,16k-32k,数据分析,大平台 大发展,2020-04-23
未融资,"广告营销,数据服务",澳丰通讯,500-2000人,本科,3-5年,6917928,大数据开发工程师,8k-15k,数据分析,公司重点项目，待遇丰厚,2020-04-23
不需要融资,"移动互联网,金融",海万科技,500-2000人,本科,3-5年,4683625,数据分析,10k-18k,数据分析,"年终奖,体检旅游,过节费,节日礼金",2020-04-23
上市公司,"移动互联网,电商",1药网,500-2000人,本科,3-5年,6946619,高级数据分析师,20k-30k,数据分析,上市公司 大平台 发展空间,2020-04-23
上市公司,教育,好未来,2000人以上,本科,5-10年,6907848,数据分析专家,40k-60k,数据分析,平台,2020-04-23
上市公司,文娱丨内容,阅文集团,500-2000人,本科,3-5年,6669828,数据分析,18k-36k,数据分析,大平台、领导nice、福利好,2020-04-23
A轮,"移动互联网,电商",微拍堂,500-2000人,大专,3-5年,6968956,数据分析师,25k-35k,数据分析,六险一金 双休 节日福利 快速发展平台,2020-04-23
D轮及以上,"移动互联网,社交",探探,150-500人,本科,3-5年,6990032,数据分析师,18k-36k,数据分析,扁平管理，企业滴滴,2020-04-23
未融资,金融,申朴信息,150-500人,大专,3-5年,6728083,大数据开发工程师,13k-18k,数据分析,五险一金 13薪,2020-04-23
不需要融资,移动互联网,飞常准,500-2000人,本科,3-5年,6290952,数据分析师,7k-14k,数据分析,六险一金 年终奖 双休,2020-04-23
不需要融资,"移动互联网,电商",爱美购,50-150人,本科,3-5年,6717747,大数据开发工程师,20k-40k,数据分析,跨国项目 扁平管理 领导nice,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,3-5年,7024713,数据分析师,8k-15k,数据分析,"六险一金,餐补,带薪休假,扁平管理",2020-04-23
B轮,"电商,消费生活",红布林,150-500人,本科,1-3年,7030659,数据分析师,15k-25k,数据分析,"前沿技术,核心岗位,团队有大拿,成长性高",2020-04-23
不需要融资,广告营销,茉莉传媒,150-500人,本科,3-5年,6798307,数据分析专家,10k-15k,数据分析,高速发展平台，行业高手带飞,2020-04-23
不需要融资,"金融,移动互联网",马上金融,2000人以上,本科,3-5年,5998503,大数据开发工程师,15k-30k,数据分析,五险一金 丰厚年终奖 持牌金融公司,2020-04-23
未融资,电商,上海鲲驰贸易发展有限公司,500-2000人,大专,3-5年,6967522,大数据开发工程师,20k-30k,数据分析,"工作氛围好,发展空间大",2020-04-23
B轮,"数据服务,移动互联网",云徙科技,500-2000人,本科,3-5年,6452174,大数据开发工程师,15k-25k,数据分析,B轮融资、福利健全、双休、免费食堂,2020-04-23
D轮及以上,硬件,小米,2000人以上,本科,1-3年,6267366,大数据开发工程师,20k-40k,数据分析,"大牛云集,各种福利",2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,1-3年,6392153,数据分析师,20k-35k,数据分析,六险一金，弹性工作，免费三餐，租房补贴,2020-04-23
上市公司,金融,浦发信用卡,2000人以上,本科,1-3年,4648083,大数据开发工程师,15k-25k,数据分析,"潜力,高薪",2020-04-23
不需要融资,金融,广发银行信用卡中心,2000人以上,本科,5-10年,7013515,数据分析专家,30k-50k,数据分析,五险一金，带薪年假，提供食堂，发展空间,2020-04-23
D轮及以上,物流丨运输,百世物流,2000人以上,本科,不限,5525492,大数据开发工程师,13k-25k,数据分析,"数据量大,业务价值高,弹性工作,朝阳企业",2020-04-23
未融资,"移动互联网,数据服务",思贤股份,50-150人,本科,3-5年,6871647,大数据开发工程师,15k-30k,数据分析,健康体检、休闲零食、员工旅游、大牛带队,2020-04-23
D轮及以上,移动互联网,蜻蜓FM,150-500人,本科,应届毕业生,7059520,数据分析实习生,2k-3k,数据分析,房补 地铁周边,2020-04-23
上市公司,"社交,游戏",虎牙科技,500-2000人,不限,1-3年,6280227,大数据开发工程师,18k-35k,数据分析,平台好，氛围佳,2020-04-23
上市公司,"移动互联网,房产家居",易居中国,2000人以上,本科,3-5年,6914130,大数据开发工程师,20k-25k,数据分析,上市公司、创新项目、发展空间大,2020-04-23
上市公司,电商,网易,2000人以上,不限,1-3年,7034400,大数据开发工程师,15k-25k,数据分析,"福利待遇,发展前景",2020-04-23
不需要融资,"移动互联网,数据服务",海康交通大数据,50-150人,不限,3-5年,6300305,大数据开发工程师,12k-24k,数据分析,"五险一金,团聚,欢乐,学习",2020-04-23
上市公司,数据服务,广州南天,500-2000人,本科,3-5年,5888903,大数据开发工程师,10k-18k,数据分析,"五险一金,年终奖金,带薪年假,节日福利",2020-04-23
上市公司,数据服务,东方通,500-2000人,本科,5-10年,7055663,大数据开发工程师,15k-25k,数据分析,上市公司 福利优厚,2020-04-23
C轮,文娱丨内容,字节跳动,2000人以上,本科,不限,6305306,数据分析师,25k-50k,数据分析,六险一金，免费三餐，带薪休假，职业大牛,2020-04-23
D轮及以上,房产家居,贝壳,2000人以上,本科,3-5年,6986938,数据分析,20k-40k,数据分析,免费三餐 发展空间大,2020-04-23
上市公司,金融,平安产险,2000人以上,本科,5-10年,6853427,数据建模,15k-30k,数据分析,五险一金、绩效奖金、定期体检、节日福利,2020-04-23
上市公司,"移动互联网,数据服务",华资软件,500-2000人,本科,3-5年,5507498,数据分析师,10k-18k,数据分析,BI、人工智能、大数据、物联网的应用,2020-04-23
A轮,"消费生活,物流丨运输",建顺信息,50-150人,本科,1-3年,5683011,大数据开发工程师,20k-25k,数据分析,弹性工作 五险一金 年终奖金,2020-04-23
不需要融资,其他,山西电建,2000人以上,本科,5-10年,7049485,大数据开发工程师,25k-40k,数据分析,企业拥有强大的团队，各行业优秀人才,2020-04-23
C轮,电商,返利网,500-2000人,本科,1-3年,5918327,数据分析师,10k-20k,数据分析,"福利待遇好,工作环境优,六险一金",2020-04-23
上市公司,"移动互联网,文娱丨内容",酷我音乐,500-2000人,不限,3-5年,7025156,数据分析师,20k-30k,数据分析,十四薪，弹性工作，饭补，补充医疗,2020-04-23
